preco,condominio,iptu,rua,endereco,quartos,banheiros,area_m2,link,cidade,estado,data_coleta
R$ 6.749,R$ 1.306,R$ 249,Rua Senador César Lacerda Vergueiro,"Apartamento para alugar com 63 m², 2 quartos, 2 banheiros, 1 vaga emSumarezinho, São Paulo",2.0,2,63.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-cozinha-sumarezinho-sao-paulo-63m2-id-2814061118/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:04:02
R$ 2.920,R$ 880,R$ 200,Alameda Campinas,"Flat para alugar com 35 m², 1 quarto, 1 banheiro, 1 vaga emJardim Paulista, São Paulo",1.0,1,35.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-sao-paulo-35m2-id-2776424425/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:04:02
R$ 4.181,R$ 1.813,R$ 306,Rua Urussuí,"Flat para alugar com 42 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,42.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-42m2-id-2848667793/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:04:02
R$ 4.895,R$ 1.150,R$ 55,Avenida Doutor Cardoso de Melo,"Flat para alugar com 46 m², 1 quarto, 1 banheiro, 1 vaga emVila Olímpia, São Paulo",1.0,1,46.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-olimpia-sao-paulo-46m2-id-2853474373/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:04:02
R$ 5.245,R$ 1.070,R$ 285,Rua Susano,"Flat para alugar com 40 m², 1 quarto, 1 banheiro, 1 vaga emJardim Paulista, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-sao-paulo-40m2-id-2853838636/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:04:02
R$ 4.400,R$ 1.500,R$ 300,Rua Pais de Araújo,"Flat para alugar com 45 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,45.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-45m2-id-2853836417/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:04:02
R$ 27.000,R$ 1.800,R$ 1.000,Rua Macurapé,"Apartamento para alugar com 135 m², 2 quartos, 3 banheiros, 1 vaga emVila Nova Conceição, São Paulo",2.0,3,135.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-academia-vila-nova-conceicao-sao-paulo-135m2-id-2852174165/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:04:02
R$ 5.900,R$ 750,R$ 150,Rua Leopoldo Couto Magalhães Júnior,"Flat para alugar com 46 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,46.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-46m2-id-2853400347/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:04:02
R$ 11.370,R$ 1.275,R$ 355,Rua Ministro Jesuíno Cardoso,"Flat para alugar com 45 m², 1 quarto, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",1.0,1,45.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-nova-conceicao-sao-paulo-45m2-id-2868903118/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:04:02
R$ 3.370,R$ 1.310,R$ 320,Avenida Moema,"Flat para alugar com 52 m², 1 quarto, 1 banheiro, 1 vaga emMoema, São Paulo",1.0,1,52.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-moema-sao-paulo-52m2-id-2853403063/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:04:02
R$ 3.040,R$ 730,R$ 30,Avenida Miruna,"Flat para alugar com 37 m², 1 quarto, 1 banheiro, 1 vaga emIndianópolis, São Paulo",1.0,1,37.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-com-piscina-indianopolis-sao-paulo-37m2-id-2853475427/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:04:02
R$ 7.530,R$ 900,R$ 70,Rua Professor José Leite e Oiticica,"Flat para alugar com 50 m², 1 quarto, 1 banheiro, 1 vaga emVila Gertrudes, São Paulo",1.0,1,50.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-gertrudes-sao-paulo-50m2-id-2853401336/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:04:02
R$ 3.700,R$ 1.500,R$ 300,Rua Leopoldo Couto Magalhães Júnior,"Flat para alugar com 45 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,45.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-45m2-id-2853836418/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:04:02
R$ 3.960,R$ 1.280,R$ 460,Rua Leopoldo Couto Magalhães Júnior,"Flat para alugar com 47 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,47.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-47m2-id-2853401966/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:04:02
R$ 4.200,R$ 900,R$ 200,Rua Doutor João Clímaco Pereira,"Flat para alugar com 38 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,38.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-38m2-id-2855759842/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:04:02
R$ 4.100,R$ 750,R$ 150,Avenida Aratãs,"Flat para alugar com 34 m², 1 quarto, 1 banheiro, 1 vaga emIndianópolis, São Paulo",1.0,1,34.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-indianopolis-sao-paulo-34m2-id-2853474337/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:04:02
R$ 4.015,R$ 200,R$ 185,Rua dos Franceses,"Flat para alugar com 37 m², 1 quarto, 1 banheiro, 1 vaga emMorro dos Ingleses, São Paulo",1.0,1,37.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-morro-dos-ingleses-sao-paulo-37m2-id-2853403865/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:04:02
R$ 4.350,R$ 1.350,R$ 300,Rua Professor Atílio Innocenti,"Flat para alugar com 41 m², 1 quarto, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",1.0,1,41.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-nova-conceicao-sao-paulo-41m2-id-2853474899/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:04:02
R$ 4.415,R$ 1.310,R$ 175,Rua Leopoldo Couto Magalhães Júnior,"Flat para alugar com 45 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,45.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-45m2-id-2853401588/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:04:02
R$ 15.000,R$ 3.100,R$ 1.300,Rua São Benedito,"Cobertura para alugar com 206 m², 3 quartos, 4 banheiros, 3 vagas emSanto Amaro, São Paulo",3.0,4,206.0,https://www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-piscina-santo-amaro-sao-paulo-206m2-id-2746264810/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:04:02
R$ 4.400,R$ 1.370,R$ 230,Rua Urussuí,"Flat para alugar com 40 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-40m2-id-2853403324/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:04:02
R$ 4.880,R$ 1.380,R$ 440,Rua Professor Atílio Innocenti,"Flat para alugar com 57 m², 2 quartos, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",2.0,1,57.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-mobiliado-vila-nova-conceicao-sao-paulo-57m2-id-2853401078/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:04:02
R$ 3.000,R$ 1.700,R$ 300,Rua Capote Valente,"Flat para alugar com 28 m², 1 quarto, 1 banheiro, 1 vaga emPinheiros, São Paulo",1.0,1,28.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-28m2-id-2846478598/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:16
R$ 2.400,R$ 570,R$ 10,Rua Canuto Borelli,"Apartamento para alugar com 60 m², 2 quartos, 1 banheiro, 1 vaga emVila Castelo, São Paulo",2.0,1,60.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-vila-castelo-zona-sul-sao-paulo-sp-60m2-id-2778146515/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:16
R$ 7.000,R$ 1.800,R$ 572,Rua Galofre,"Apartamento para alugar com 118 m², 4 quartos, 3 banheiros, 2 vagas emJardim Vila Mariana, São Paulo",4.0,3,118.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-piscina-chacara-klabin-zona-sul-sao-paulo-sp-118m2-id-2865255578/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:16
R$ 22.000,,R$ 2.647,,"Casa para alugar com 320 m², 4 quartos, 3 banheiros emJardim Paulista, São Paulo",4.0,3,320.0,https://www.zapimoveis.com.br/imovel/aluguel-casa-4-quartos-jardim-paulista-sao-paulo-320m2-id-2874369464/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:16
R$ 22.000,,R$ 2.167,Rua Pirandello,"Casa para alugar com 380 m², 5 quartos, 8 banheiros, 6 vagas emBrooklin Paulista, São Paulo",5.0,8,380.0,https://www.zapimoveis.com.br/imovel/aluguel-casa-5-quartos-com-area-de-servico-brooklin-paulista-sao-paulo-380m2-id-2730926623/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:16
R$ 3.010,R$ 1.690,R$ 300,Rua Campos Bicudo,"Flat para alugar com 40 m², 1 quarto, 1 banheiro, 1 vaga emJardim Europa, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-europa-sao-paulo-40m2-id-2853401916/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:16
R$ 5.500,R$ 560,R$ 70,Avenida Pavão,"Apartamento para alugar com 40 m², 1 quarto, 1 banheiro emIndianópolis, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-indianopolis-sao-paulo-40m2-id-2774619024/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:16
R$ 2.892,R$ 1.982,R$ 339,Rua Alvorada,"Flat para alugar com 50 m², 1 quarto, 1 banheiro, 1 vaga emVila Olímpia, São Paulo",1.0,1,50.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-olimpia-sao-paulo-50m2-id-2871184885/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:16
R$ 18.200,R$ 2.300,R$ 500,Rua Manuel Guedes,"Flat para alugar com 131 m², 2 quartos, 2 banheiros, 1 vaga emJardim Europa, São Paulo",2.0,2,131.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-mobiliado-jardim-europa-sao-paulo-131m2-id-2853397894/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:16
R$ 2.400,R$ 1.400,R$ 400,Avenida Ibijaú,"Flat para alugar com 37 m², 1 quarto, 1 banheiro, 1 vaga emMoema, São Paulo",1.0,1,37.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-moema-sao-paulo-37m2-id-2853404989/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:16
R$ 18.000,R$ 2.500,,Rua Ásia,"Apartamento para alugar com 315 m², 2 quartos, 4 banheiros, 2 vagas emCerqueira César, São Paulo",2.0,4,315.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-cerqueira-cesar-sao-paulo-315m2-id-2840645936/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:16
R$ 4.000,R$ 920,R$ 80,Rua Tabapuã,"Flat para alugar com 22 m², 1 quarto, 1 banheiro emItaim Bibi, São Paulo",1.0,1,22.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-com-academia-itaim-bibi-sao-paulo-22m2-id-2853836797/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:16
R$ 3.000,R$ 1.650,R$ 350,Rua Batataes,"Flat para alugar com 40 m², 1 quarto, 1 banheiro, 1 vaga emJardim Paulista, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-sao-paulo-40m2-id-2867603918/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:16
R$ 4.100,R$ 700,R$ 200,Avenida Eusébio Matoso,"Imóvel para alugar com 30 m², 1 quarto, 1 banheiro emPinheiros, São Paulo",1.0,1,30.0,https://www.zapimoveis.com.br/imovel/aluguel-studio-1-quarto-mobiliado-pinheiros-sao-paulo-30m2-id-2858936856/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:16
R$ 3.900,R$ 745,R$ 1,Avenida das Carinás,"Apartamento para alugar com 26 m², 1 quarto, 1 banheiro emIndianópolis, São Paulo",1.0,1,26.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-indianopolis-sao-paulo-26m2-id-2849779014/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:16
R$ 2.690,R$ 1.555,R$ 255,Avenida Rouxinol,"Flat para alugar com 39 m², 1 quarto, 1 banheiro, 1 vaga emIndianópolis, São Paulo",1.0,1,39.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-indianopolis-sao-paulo-39m2-id-2853833690/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:16
R$ 3.615,R$ 1.640,R$ 145,Rua Bandeira Paulista,"Flat para alugar com 45 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,45.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-com-piscina-itaim-bibi-sao-paulo-45m2-id-2855761434/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:16
R$ 21.000,R$ 2.992,R$ 1.092,,"Apartamento para alugar com 163 m², 2 quartos, 4 banheiros, 2 vagas emItaim Bibi, São Paulo",2.0,4,163.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-itaim-bibi-sao-paulo-163m2-id-2872832745/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:16
R$ 4.600,R$ 2.000,R$ 200,Rua Araguari,"Flat para alugar com 46 m², 1 quarto, 1 banheiro, 1 vaga emVila Uberabinha, São Paulo",1.0,1,46.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-uberabinha-sao-paulo-46m2-id-2853404831/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:16
R$ 2.580,R$ 1.400,R$ 300,Rua Bela Cintra,"Flat para alugar com 33 m², 1 quarto, 1 banheiro, 1 vaga emConsolação, São Paulo",1.0,1,33.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-consolacao-sao-paulo-33m2-id-2853832774/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:16
R$ 3.500,R$ 1.429,R$ 486,Rua Haddock Lobo,"Flat para alugar com 87 m², 1 quarto, 1 banheiro, 1 vaga emCerqueira César, São Paulo",1.0,1,87.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-com-cozinha-cerqueira-cesar-sao-paulo-87m2-id-2811507038/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:16
R$ 2.300,R$ 1.000,R$ 200,Rua Frei Caneca,"Flat para alugar com 35 m², 1 quarto, 1 banheiro, 1 vaga emConsolação, São Paulo",1.0,1,35.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-com-piscina-consolacao-sao-paulo-35m2-id-2744813098/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:16
R$ 4.070,R$ 530,R$ 100,Rua Godói Colaço,"Apartamento para alugar com 36 m², 2 quartos, 1 banheiro emVila Cordeiro, São Paulo",2.0,1,36.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-brooklin-zona-sul-sao-paulo-sp-36m2-id-2873925691/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:42
R$ 60.000,R$ 10.300,R$ 45.000,Rua Afonso Braz,"Apartamento para alugar com 357 m², 4 quartos, 1 banheiro, 5 vagas emVila Nova Conceição, São Paulo",4.0,1,357.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-piscina-vila-nova-conceicao-zona-sul-sao-paulo-sp-357m2-id-2870146734/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:42
R$ 11.000,R$ 2.900,R$ 1.326,Rua Pascal,"Apartamento para alugar com 196 m², 3 quartos, 5 banheiros, 3 vagas emCampo Belo, São Paulo",3.0,5,196.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-campo-belo-zona-sul-sao-paulo-sp-196m2-id-2874302804/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:42
R$ 9.500,R$ 4.009,R$ 1.642,Alameda Tietê,"Apartamento para alugar com 216 m², 3 quartos, 5 banheiros, 2 vagas emCerqueira César, São Paulo",3.0,5,216.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-salao-de-festas-cerqueira-cesar-sao-paulo-216m2-id-2856103330/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:42
R$ 8.500,R$ 1.850,R$ 625,Alameda Campinas,"Apartamento para alugar com 198 m², 3 quartos, 3 banheiros, 2 vagas emJardim Paulista, São Paulo",3.0,3,198.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-elevador-jardim-paulista-sao-paulo-198m2-id-2872881562/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:42
R$ 2.800,R$ 1.700,R$ 300,Rua Brás Cardoso,"Flat para alugar com 42 m², 1 quarto, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",1.0,1,42.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-nova-conceicao-sao-paulo-42m2-id-2853837641/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:42
R$ 2.450,R$ 2.000,R$ 150,Alameda Campinas,"Flat para alugar com 33 m², 1 quarto, 1 banheiro, 1 vaga emJardim Paulista, São Paulo",1.0,1,33.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-sao-paulo-33m2-id-2853398593/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:42
R$ 4.200,R$ 790,R$ 123,Rua Marquês de Valença,"Apartamento para alugar com 70 m², 2 quartos, 2 banheiros, 1 vaga emAlto da Mooca, São Paulo",2.0,2,70.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-alto-da-mooca-sao-paulo-70m2-id-2858084274/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:42
R$ 5.115,R$ 1.615,R$ 565,Rua Alvorada,"Flat para alugar com 50 m², 2 quartos, 2 banheiros, 1 vaga emVila Olímpia, São Paulo",2.0,2,50.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-mobiliado-vila-olimpia-sao-paulo-50m2-id-2853833959/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:42
R$ 12.000,,R$ 1.003,Rua Doutor Rubens Maragliano,"Sobrado para alugar com 354 m², 4 quartos, 6 banheiros, 2 vagas emJardim Leonor, São Paulo",4.0,6,354.0,https://www.zapimoveis.com.br/imovel/aluguel-sobrados-4-quartos-com-piscina-jardim-leonor-sao-paulo-354m2-id-2867483476/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:42
R$ 3.650,R$ 1.560,R$ 390,Rua Tenente Negrão,"Flat para alugar com 36 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,36.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-36m2-id-2853467717/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:42
R$ 8.800,R$ 2.439,R$ 1.055,Rua José Maria Lisboa,"Apartamento para alugar com 189 m², 3 quartos, 4 banheiros, 3 vagas emJardim Paulista, São Paulo",3.0,4,189.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-academia-jardim-paulista-sao-paulo-189m2-id-2772293721/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:42
R$ 3.350,R$ 420,R$ 80,Alameda dos Arapanés,"Flat para alugar com 24 m², 1 quarto, 1 banheiro emMoema, São Paulo",1.0,1,24.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-moema-sao-paulo-24m2-id-2853837394/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:05:42
R$ 4.700,R$ 760,R$ 117,Rua Potiguar Medeiros,"Apartamento para alugar com 30 m², 1 quarto, 1 banheiro emPinheiros, São Paulo",1.0,1,30.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-churrasqueira-pinheiros-zona-oeste-sao-paulo-sp-30m2-id-2873037987/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:06:04
R$ 5.400,,,Rua dos Pinheiros,"Apartamento para alugar com 39 m², 1 quarto, 1 banheiro, 1 vaga emPinheiros, São Paulo",1.0,1,39.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-39m2-id-2856307632/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:06:04
R$ 2.100,R$ 1.039,R$ 190,Avenida Engenheiro Armando de Arruda Pereira,"Apartamento para alugar com 86 m², 3 quartos, 2 banheiros, 1 vaga emJabaquara, São Paulo",3.0,2,86.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-churrasqueira-jabaquara-zona-sul-sao-paulo-sp-86m2-id-2857296158/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:06:04
R$ 2.900,R$ 1.600,R$ 200,Avenida Ibirapuera,"Flat para alugar com 30 m², 1 quarto, 1 banheiro, 1 vaga emIndianópolis, São Paulo",1.0,1,30.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-indianopolis-sao-paulo-30m2-id-2853404558/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:06:04
R$ 3.210,R$ 620,R$ 170,Avenida das Carinás,"Flat para alugar com 26 m², 1 quarto, 1 banheiro emIndianópolis, São Paulo",1.0,1,26.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-indianopolis-sao-paulo-26m2-id-2853475914/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:06:04
R$ 4.200,R$ 700,R$ 300,Alameda Lorena,"Apartamento para alugar com 35 m², 1 quarto, 1 banheiro emJardim Paulista, São Paulo",1.0,1,35.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-jardim-paulista-sao-paulo-35m2-id-2788288837/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:06:04
R$ 2.200,R$ 1.700,R$ 300,Avenida Ibijaú,"Flat para alugar com 40 m², 1 quarto, 1 banheiro, 1 vaga emMoema, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-moema-sao-paulo-40m2-id-2853474744/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:06:04
R$ 2.770,R$ 990,R$ 240,Avenida Ibijaú,"Flat para alugar com 25 m², 1 quarto, 1 banheiro, 1 vaga emMoema, São Paulo",1.0,1,25.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-moema-sao-paulo-25m2-id-2853469268/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:06:04
R$ 3.000,R$ 1.900,R$ 350,Alameda Lorena,"Flat para alugar com 45 m², 1 quarto, 1 banheiro, 1 vaga emJardim Paulista, São Paulo",1.0,1,45.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-sao-paulo-45m2-id-2853834407/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:06:04
R$ 3.200,R$ 300,,Rua Carlos Petit,"Flat para alugar com 26 m², 1 quarto, 1 banheiro emVila Mariana, São Paulo",1.0,1,26.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-com-piscina-vila-mariana-sao-paulo-26m2-id-2867514890/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:06:04
R$ 3.650,R$ 1.700,R$ 150,Rua Indiana,"Flat para alugar com 34 m², 1 quarto, 1 banheiro, 1 vaga emBrooklin Paulista, São Paulo",1.0,1,34.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-brooklin-paulista-sao-paulo-34m2-id-2853837279/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:06:04
R$ 3.455,R$ 1.170,R$ 375,Rua Santa Justina,"Flat para alugar com 30 m², 1 quarto, 1 banheiro, 1 vaga emVila Olímpia, São Paulo",1.0,1,30.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-olimpia-sao-paulo-30m2-id-2853401625/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:06:04
R$ 30.000,,R$ 1.750,Rua General Mena Barreto,"Casa para alugar com 294 m², 4 quartos, 5 banheiros, 2 vagas emJardim Paulista, São Paulo",4.0,5,294.0,https://www.zapimoveis.com.br/imovel/aluguel-casa-4-quartos-com-piscina-jardim-paulista-sao-paulo-294m2-id-2874516505/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:06:04
R$ 2.900,R$ 1.800,R$ 300,Rua Tenente Negrão,"Flat para alugar com 36 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,36.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-36m2-id-2853829743/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:06:04
R$ 1.500,R$ 190,R$ 75,Praça Mário Ortiz,"Apartamento para alugar com 30 m², 1 quarto, 1 banheiro emQuinta da Paineira, São Paulo",1.0,1,30.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-quinta-da-paineira-sao-paulo-30m2-id-2874603979/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 17:06:04
