geometry,direction,highway,leisure,natural,access,name,addr:housenumber,addr:street,description,fee,tourism,garden:type,addr:city,gtfs_id,network:short,public_transport:version,route_ref,wheelchair,garden:style,addr:postcode,addr:suburb,opening_hours,operator,operator:type,dog,nohousenumber,park:type,short_name,note,old_name,place,wikidata,wikimedia_commons,wikipedia,barrier,related_law,start_date,surface,internet_access,internet_access:fee,internet_access:operator,operator:wikidata,ownership,phone,website,grass,landuse,name:pt,layer,alt_name,contact:phone,contact:website,official_name,GNS:id,name:en,name:es,source,man_made,contact:email,contact:facebook,contact:twitter,contact:youtube,loc_name,opening_hours:covid19,name:it,name:ja,name:tr,wikipedia:pt,amenity,community_centre,footway,hotspot,toilets:wheelchair,tree,sport,park_type,addr:country,animal,name:etymology:wikidata,foot,is_in:city,is_in:country,is_in:country_code,is_in:iso_3166_2,name:ar,name:fr,name:id,name:ja-Hira,name:ko,name:ru,name:vi,name:zh,wikipedia:en,ele,square,club,location,substation,addr:state,denomination,diocese,email,heritage,heritage:operator,historic,iphan:classification,iphan:inscription_date,iphan:status,iphan:tombo,monastery:type,ref:iphan,religion,parking,owner,owner:wikidata,check_date:opening_hours,disused:garden:type,disused:leisure,postal_code,smoking,check_date,boundary,governance_type,protect_class,protection_title,source:name,addr:full,fax,height,lit,fixme,building,shop,toilets,area:highway,lg_nome,lg_tipo,lg_prep,lg_titulo,level,grassland,official_name:en,park_ride,junction,park,fence_type,related_law:url,abandoned,leaf_type,noname,addr:district,area,width,leaf_cycle,plant,plants,urban,denotation,architect,fitness_station,ruins,heating,proposed:landuse,type,bicycle,horse,name:etymology,old_website,site,traffic_calming,note:2,playground
POINT (-46.5042632 -23.5410394),,,park,,,Praça Comendador Manuel Alves de Morais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.65786 -23.5879031),,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7147491 -23.4689078),,,park,,,Praça do Milharal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6723355 -23.5478744),,,park,,,arvore,,Rua Almirante Pereira Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7952356 -23.7195955),,,park,,,Mata nativa,,Estrada João Rodrigues de Moraes,,,,,Itapecerica da Serra,,,,,,,06860-400,jardim são pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7012283 -23.670054),,,park,,,CAS,823,Avenida Engenheiro Eusébio Stevaux,CAS,,,,,,,,,,,04696-000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7188169 -23.4802658),,,park,,,Piritubowl,,praça João Boldo,,,,,São Paulo,,,,,,,02976-000,Pirituba,24/7,Prefeitura,publico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6381046 -23.6300311),,,park,,yes,Parque Linear da Vila Guarani,,"Rua Soares de Avellar - Vila Guarani, São Paulo - SP,",,,,,São Paulo,,,,,,,04310-000,Vila Guarani,24/7,Prefeitura de SP,government,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7156504 -23.6957679),,,park,,,Parque Municipal Praia do Sol,,Avenida Atlântica,,,,,São Paulo,,,,,,,04772-001,Jardim Três Marias,Mo-Su 07:00-19:00,PMSP / SVMA,public/government,,yes,city_park,Parque Praia do Sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.6029742 -23.4480528),,,park,,,tremembé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7489187 -23.6872362),,,park,,,Pracinha comunitaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7034943 -23.5533294),,,park,,,Praça Por do Sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.3991476 -23.5044302),,,park,,,Parque Ecológico Central do Itaim,226,Rua Antonio João de Medeiros,,,,,São Paulo,,,,,,,,Itaim Paulista,Mo-Su 07:00-17:00,Secretaria Municipal do Verde e do Meio Ambienta,public,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.4924233 -23.5159948),,,park,,,PRAÇA MAESTRO ASSIS REPUBLICANO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.702218 -23.5884225),,,park,,,Praça do Monjolo,,,,,,,,,,,,,,,,,Parque Alfredo Volpi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-46.7019781 -23.5884214),,,park,,,Praça do Lago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7242707 -23.5584344, -46.7246126 -23.5583484, -46.7245892 -23.5583219, -46.7245638 -23.558293, -46.7241018 -23.5584123, -46.7237887 -23.5583686, -46.7233246 -23.5575149, -46.7231824 -23.5574298, -46.7225855 -23.5570433, -46.7225604 -23.5570271, -46.7225411 -23.5570362, -46.7221217 -23.5572358, -46.7212754 -23.5571122, -46.721284 -23.557125, -46.7217161 -23.557814, -46.7217408 -23.5578479, -46.7220845 -23.5572877, -46.7224227 -23.5573487, -46.7231423 -23.5574718, -46.7236249 -23.5582901, -46.7236659 -23.5583447, -46.7236844 -23.5584058, -46.7236844 -23.5584477, -46.7236692 -23.5585021, -46.7235148 -23.5588659, -46.723367 -23.5592059, -46.7233381 -23.5592642, -46.7233857 -23.5592706, -46.7237726 -23.5593232, -46.7236935 -23.5599219, -46.7230856 -23.5599039, -46.7229625 -23.5598948, -46.7229912 -23.559971, -46.7230525 -23.560099, -46.7231248 -23.5602206, -46.7233931 -23.5600743, -46.7234494 -23.5600534, -46.7235298 -23.5600448, -46.7245585 -23.5600473, -46.724584 -23.559633, -46.7245987 -23.5595961, -46.7246309 -23.5595715, -46.7254322 -23.5592833, -46.7254085 -23.5591942, -46.7253832 -23.5590994, -46.7249393 -23.5593207, -46.7249045 -23.5593342, -46.7248562 -23.5593404, -46.7242136 -23.5592434, -46.7235339 -23.5591253, -46.7237793 -23.5585524, -46.7242707 -23.5584344), (-46.7239851 -23.5597712, -46.7239885 -23.5597878, -46.7239818 -23.5597989, -46.7238604 -23.559861, -46.7238456 -23.5598603, -46.7238275 -23.5598437, -46.7238007 -23.5597964, -46.723798 -23.5597774, -46.7238336 -23.5596028, -46.723847 -23.5595893, -46.7238684 -23.5595856, -46.7238845 -23.559596, -46.7238946 -23.5596243, -46.7238899 -23.559652, -46.7239033 -23.5596907, -46.7239851 -23.5597712), (-46.7245719 -23.5595076, -46.7243915 -23.5595832, -46.7243435 -23.5593957, -46.7243452 -23.5593853, -46.7243496 -23.5593804, -46.7243566 -23.5593791, -46.7245605 -23.5594271, -46.7245859 -23.55944, -46.7245987 -23.5594609, -46.7245973 -23.5594886, -46.7245719 -23.5595076), (-46.7226474 -23.5571374, -46.7229049 -23.5573037, -46.722916 -23.5573267, -46.722916 -23.5573526, -46.7229086 -23.5573741, -46.7228965 -23.5573879, -46.7228737 -23.5573922, -46.7228539 -23.5573894, -46.7224087 -23.5573071, -46.7223882 -23.5572959, -46.7223726 -23.5572793, -46.7223635 -23.5572591, -46.7223618 -23.5572373, -46.7223676 -23.5572161, -46.7223805 -23.5571977, -46.7225463 -23.5571034, -46.7225951 -23.5571128, -46.7226474 -23.5571374))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,yes,yes,,,,,,
"POLYGON ((-46.6099683 -23.5845585, -46.6100288 -23.5845629, -46.6100308 -23.584539, -46.6100244 -23.5845399, -46.6100521 -23.5845265, -46.6100735 -23.5845055, -46.6100861 -23.5844793, -46.6100886 -23.5844506, -46.6100806 -23.5844229, -46.6100631 -23.5843991, -46.610046 -23.5843842, -46.6100497 -23.58436, -46.6100005 -23.5843548, -46.6099791 -23.5843189, -46.6099264 -23.5842746, -46.6098611 -23.5842481, -46.6097898 -23.5842424, -46.6097204 -23.5842579, -46.6096601 -23.5842931, -46.609632 -23.5843251, -46.6095899 -23.5843231, -46.6095876 -23.5843436, -46.6095709 -23.5843525, -46.6095473 -23.5843693, -46.6095306 -23.5843921, -46.6095228 -23.5844186, -46.6095246 -23.584446, -46.6095359 -23.5844714, -46.6095554 -23.5844923, -46.609571 -23.5845005, -46.6095697 -23.5845243, -46.6096274 -23.5845286, -46.6095897 -23.5849415, -46.609607 -23.5849446, -46.6097159 -23.5849351, -46.609768 -23.5849374, -46.609809 -23.584942, -46.6099128 -23.5849692, -46.6099289 -23.5849689, -46.6099683 -23.5845585), (-46.6098156 -23.5849065, -46.6097713 -23.5849016, -46.6097163 -23.5848991, -46.60966 -23.5849004, -46.6096656 -23.5848418, -46.6096716 -23.5847781, -46.6096772 -23.5847203, -46.6096835 -23.5846539, -46.6096891 -23.5845949, -46.6096949 -23.5845342, -46.6096669 -23.5845332, -46.6096721 -23.5844978, -46.6096104 -23.5844966, -46.6096124 -23.5844757, -46.6095957 -23.5844724, -46.609581 -23.5844644, -46.6095698 -23.5844525, -46.6095634 -23.5844379, -46.6095624 -23.5844223, -46.6095668 -23.5844071, -46.6095763 -23.5843941, -46.6095899 -23.5843845, -46.609606 -23.5843794, -46.6096231 -23.5843792, -46.6096251 -23.5843608, -46.60965 -23.584362, -46.6096866 -23.5843202, -46.609736 -23.5842914, -46.6097928 -23.5842787, -46.6098511 -23.5842834, -46.6099047 -23.5843051, -46.6099478 -23.5843414, -46.6099758 -23.5843884, -46.6100053 -23.5843915, -46.6100027 -23.5844093, -46.6100199 -23.5844143, -46.6100343 -23.5844242, -46.6100444 -23.5844379, -46.6100489 -23.5844539, -46.6100475 -23.5844703, -46.6100403 -23.5844855, -46.610028 -23.5844975, -46.610012 -23.5845052, -46.6099942 -23.5845077, -46.6099928 -23.5845242, -46.6099323 -23.5845199, -46.6099295 -23.5845527, -46.6099021 -23.5845507, -46.6098967 -23.5846139, -46.6098915 -23.5846736, -46.6098861 -23.5847369, -46.609881 -23.5847965, -46.6098754 -23.584861, -46.6098706 -23.5849176, -46.6098156 -23.5849065))",,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,
"MULTIPOLYGON (((-46.533475 -23.5903869, -46.53358 -23.5906345, -46.5340936 -23.5904335, -46.5340238 -23.5902535, -46.5339845 -23.5901948, -46.533932 -23.590138, -46.5338415 -23.5900575, -46.5337315 -23.5900009, -46.5336028 -23.5899419, -46.5334499 -23.5898903, -46.5332836 -23.5898559, -46.5332481 -23.5898516, -46.533475 -23.5903869)), ((-46.5347836 -23.5901526, -46.5346114 -23.5897741, -46.5344907 -23.5895088, -46.5344598 -23.589441, -46.5344008 -23.5892942, -46.5342215 -23.5893573, -46.5341337 -23.5893975, -46.5340744 -23.5894614, -46.5340725 -23.5894637, -46.5340709 -23.5894684, -46.534071 -23.5894733, -46.534072 -23.5894764, -46.5340745 -23.58948, -46.5341914 -23.5895562, -46.5342316 -23.5895852, -46.5342428 -23.5895945, -46.5343227 -23.5896606, -46.5343517 -23.5897983, -46.5344874 -23.5898438, -46.5345043 -23.5898829, -46.5345024 -23.5899482, -46.5346366 -23.5902037, -46.5347836 -23.5901526)))",,,park,,,Praça Hereny da Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,
"POLYGON ((-46.6458378 -23.5599087, -46.6452931 -23.55986, -46.6452904 -23.5599598, -46.6452989 -23.5600222, -46.645318 -23.5600736, -46.6453489 -23.5601271, -46.6454279 -23.5602273, -46.6455563 -23.5603529, -46.6456266 -23.5604036, -46.6457122 -23.5604467, -46.6459272 -23.560534, -46.6459936 -23.5605437, -46.6460274 -23.5605332, -46.646202 -23.5605535, -46.6462619 -23.5599524, -46.6458378 -23.5599087))",,,park,,,Praça Dom Orione,,,,,,,,,,,,,,,,,,,,,,,,,,Q53679403,Category:Praça Dom Orione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q548214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,Luigi Orione,,,,,
"POLYGON ((-46.6283367 -23.6388317, -46.6274112 -23.6383884, -46.6275209 -23.6390135, -46.6274177 -23.6389587, -46.627326 -23.6389135, -46.6270804 -23.6388022, -46.6268044 -23.6386959, -46.6262162 -23.6384772, -46.6254161 -23.6382288, -46.6243314 -23.6380049, -46.6239381 -23.6378998, -46.6233683 -23.6379437, -46.622276 -23.6379787, -46.6213441 -23.6381326, -46.6198851 -23.6384755, -46.618915 -23.6387764, -46.6180518 -23.6390773, -46.6177692 -23.6394272, -46.617922 -23.639896, -46.6184449 -23.640316, -46.6190467 -23.64041, -46.6199768 -23.6403649, -46.6205573 -23.6402459, -46.6215121 -23.640057, -46.6226656 -23.6397211, -46.6235067 -23.6395407, -46.623739 -23.6394665, -46.6245786 -23.639276, -46.6248468 -23.6393079, -46.6250225 -23.639369, -46.6250473 -23.6397082, -46.6246811 -23.64033, -46.6243699 -23.6408632, -46.6241851 -23.6414027, -46.6242062 -23.641591, -46.6242362 -23.6422443, -46.6242687 -23.6425795, -46.6243059 -23.6429549, -46.6242967 -23.6430987, -46.624158 -23.6442883, -46.623871 -23.6448829, -46.6240613 -23.6449552, -46.6241889 -23.6449615, -46.6243953 -23.6449655, -46.6247767 -23.6450383, -46.6251477 -23.6451509, -46.6252492 -23.645135, -46.6253127 -23.6451434, -46.6254039 -23.6451839, -46.6255072 -23.6452331, -46.6256078 -23.645265, -46.6256484 -23.6451906, -46.625699 -23.6450979, -46.625821 -23.6450512, -46.6259672 -23.6450193, -46.6260919 -23.64465, -46.6262039 -23.6443828, -46.6264138 -23.6438541, -46.62663 -23.6433254, -46.6266552 -23.6432404, -46.6266726 -23.6430758, -46.626682 -23.6429308, -46.6266941 -23.6426937, -46.6267182 -23.6424861, -46.6267343 -23.6423792, -46.6267531 -23.642292, -46.6269006 -23.6419824, -46.6272935 -23.6411457, -46.6273201 -23.6410436, -46.6273269 -23.640797, -46.6273566 -23.6395529, -46.627358 -23.6394917, -46.6276865 -23.6396776, -46.6278125 -23.6397369, -46.6280172 -23.6397687, -46.6282327 -23.6397989, -46.6284001 -23.6397717, -46.6288734 -23.639599, -46.6289022 -23.6395689, -46.628921 -23.639523, -46.6288464 -23.6391521, -46.6285619 -23.6389733, -46.6283367 -23.6388317))",,,garden,,customers,Jardim Botânico de São Paulo,3031,Avenida Miguel Estéfano,,yes,,botanical,São Paulo,,,,,,,04301-905,Água Funda,Mo-Su 09:00-17:00,Consórcio Reserva Paulista,private,,,,,,,locality,Q3028259,Category:Jardim Botânico de São Paulo,pt:Jardim Botânico de São Paulo,,,1938,,,,,,state,(11) 4934-6804,https://jardimbotanico.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Governo do Estado de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,http://jardimbotanico.sp.gov.br,,,,
"MULTIPOLYGON (((-46.6012078 -23.6207771, -46.6010898 -23.6207624, -46.6010013 -23.6208238, -46.6009396 -23.6209148, -46.6008484 -23.6211286, -46.600776 -23.6214652, -46.6007465 -23.6216692, -46.6007854 -23.6218166, -46.600835 -23.6219125, -46.6008859 -23.6219616, -46.6009262 -23.6219862, -46.6009503 -23.6219666, -46.6012266 -23.6214259, -46.601299 -23.6212342, -46.6013151 -23.6210769, -46.6013097 -23.6209541, -46.6012668 -23.6208459, -46.6012078 -23.6207771)), ((-46.601739 -23.6209856, -46.601594 -23.621333, -46.6011604 -23.6220536, -46.6012587 -23.6220931, -46.601407 -23.6220575, -46.6015044 -23.621872, -46.6015927 -23.6214419, -46.6019079 -23.6211236, -46.6021359 -23.6208214, -46.60216 -23.6206813, -46.6021171 -23.6201185, -46.6020822 -23.6200595, -46.601983 -23.6200374, -46.6018971 -23.6200768, -46.6018542 -23.6206051, -46.601739 -23.6209856)), ((-46.6011595 -23.6206813, -46.6012722 -23.620696, -46.6013419 -23.6207452, -46.6014251 -23.6208853, -46.601476 -23.6209074, -46.6015109 -23.6209074, -46.601578 -23.6207059, -46.601637 -23.6205338, -46.6016477 -23.6202906, -46.6016334 -23.6198597, -46.6010603 -23.6206788, -46.6011595 -23.6206813)))",,,park,,,Praça Anchieta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,
"MULTIPOLYGON (((-46.6664121 -23.5136738, -46.6663582 -23.5136031, -46.6662811 -23.513546, -46.666191 -23.5135272, -46.6660971 -23.5135375, -46.6660219 -23.5135903, -46.6659745 -23.5136601, -46.6659364 -23.514012, -46.6659494 -23.5140674, -46.6659996 -23.5141492, -46.6660507 -23.5142063, -46.6661473 -23.5142531, -46.6662616 -23.5142761, -46.6665171 -23.5142548, -46.6664502 -23.5137973, -46.6664121 -23.5136738)), ((-46.6670337 -23.5141833, -46.6671368 -23.5141168, -46.6671972 -23.5140452, -46.6672214 -23.5139532, -46.6672177 -23.5138697, -46.667108 -23.5135605, -46.6670475 -23.5135188, -46.6669584 -23.5134506, -46.6668953 -23.5134531, -46.6668237 -23.5134753, -46.6667578 -23.5135281, -46.6667178 -23.5136048, -46.6667122 -23.5137062, -46.6667364 -23.5139507, -46.6667838 -23.5142182, -46.6669454 -23.5142071, -46.6670337 -23.5141833)), ((-46.6666222 -23.5126599, -46.6665861 -23.5127422, -46.6666506 -23.5134181, -46.6666638 -23.5134236, -46.6666868 -23.5134339, -46.6668529 -23.5133104, -46.667038 -23.5133817, -46.667148 -23.5133645, -46.6668905 -23.5129772, -46.6666222 -23.5126599)), ((-46.6660482 -23.5131628, -46.666059 -23.5132022, -46.6661394 -23.5132858, -46.6662038 -23.5133498, -46.6663057 -23.5133891, -46.6663862 -23.5134235, -46.6662628 -23.512548, -46.6660482 -23.5130448, -46.6660482 -23.5131628)))",,,park,,,Praça Walter Guariglio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,
"MULTIPOLYGON (((-46.6742945 -23.5196121, -46.6743003 -23.5196315, -46.674359 -23.5196791, -46.6744257 -23.519717, -46.6744983 -23.5197441, -46.6745749 -23.5197596, -46.6746532 -23.5197631, -46.6747311 -23.5197546, -46.6748063 -23.5197342, -46.6748766 -23.5197025, -46.6749402 -23.5196604, -46.6749952 -23.5196092, -46.6750401 -23.5195502, -46.6750735 -23.5194851, -46.6750946 -23.5194159, -46.6750953 -23.5193943, -46.6742945 -23.5196121)), ((-46.6749502 -23.5190609, -46.6748941 -23.5190185, -46.6748261 -23.5189859, -46.6747536 -23.5189593, -46.6746861 -23.5189437, -46.6746158 -23.5189411, -46.674537 -23.5189558, -46.6744681 -23.5189771, -46.6744134 -23.5190015, -46.6743542 -23.5190396, -46.6743131 -23.5190847, -46.674259 -23.519147, -46.6742301 -23.5192019, -46.6742199 -23.5192555, -46.6742327 -23.5193015, -46.6749888 -23.5191028, -46.6749502 -23.5190609)))",,,park,,,Praça Pascoal Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,
"MULTIPOLYGON (((-46.5685566 -23.5407747, -46.5686306 -23.5407555, -46.5687122 -23.5407182, -46.5687807 -23.540663, -46.5688316 -23.5405936, -46.5688616 -23.5405146, -46.5688686 -23.5404313, -46.5688522 -23.540349, -46.5688134 -23.5402733, -46.5687549 -23.5402092, -46.5686958 -23.540163, -46.5685566 -23.5407747)), ((-46.5674973 -23.5405821, -46.5684703 -23.540774, -46.5686164 -23.5401514, -46.5676434 -23.5399595, -46.5674973 -23.5405821)), ((-46.5675157 -23.5399486, -46.5674524 -23.539969, -46.5673943 -23.5399998, -46.5673435 -23.5400401, -46.5673019 -23.5400884, -46.5672709 -23.540143, -46.5672516 -23.5402019, -46.5672447 -23.5402631, -46.5672503 -23.5403244, -46.5672685 -23.5403837, -46.5672984 -23.5404388, -46.567339 -23.5404878, -46.5673878 -23.5405332, -46.5674193 -23.5405565, -46.5675656 -23.5399449, -46.5675157 -23.5399486)))",,,park,,,Praça Barão de Itaqui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass_paver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,
